ra_deg,dec_deg,mag,name,desig
101.28722,-16.71612,-1.44,Sirius,α CMa
95.98792,-52.69566,-0.62,Canopus,α Car
213.91545,19.18241,-0.05,Arcturus,α Boo
219.91147,-60.83398,-0.01,Rigil Kentaurus,α¹ Cen
279.23460,38.78369,0.03,Vega,α Lyr
79.17225,45.99799,0.08,Capella,α Aur
78.63447,-8.20164,0.18,Rigel,β Ori
114.82550,5.22499,0.40,Procyon,α CMi
24.42834,-57.23676,0.45,Achernar,α Eri
88.79293,7.40706,0.45,Betelgeuse,α Ori
210.95594,-60.37304,0.61,Hadar,β Cen
297.69582,8.86832,0.76,Altair,α Aql
186.64966,-63.09909,0.77,Acrux,α¹ Cru
68.98016,16.50930,0.87,Aldebaran,α Tau
201.29825,-11.16132,0.98,Spica,α Vir
247.35192,-26.43200,1.06,Antares,α Sco
116.32916,28.02620,1.16,Pollux,β Gem
344.41257,-29.62224,1.17,Fomalhaut,α PsA
191.93039,-59.68876,1.25,Mimosa,β Cru
310.35798,45.28034,1.25,Deneb,α Cyg
219.90519,-60.83830,1.35,Toliman,α² Cen
152.09298,11.96721,1.36,Regulus,α Leo
104.65645,-28.97208,1.50,Adhara,ε CMa
113.64951,31.88828,1.58,Castor,α Gem
187.79144,-57.11321,1.59,Gacrux,γ Cru
263.40217,-37.10382,1.62,Shaula,λ Sco
81.28276,6.34970,1.64,Bellatrix,γ Ori
81.57297,28.60745,1.65,Elnath,β Tau
138.30061,-69.71721,1.67,Miaplacidus,β Car
84.05338,-1.20192,1.69,Alnilam,ε Ori
332.05813,-46.96097,1.73,Alnair,α Gru
85.18970,-1.94257,1.74,Alnitak,ζ Ori
122.38314,-47.33659,1.75,γ² Vel,
193.50708,55.95982,1.76,Alioth,ε UMa
51.08067,49.86118,1.79,Mirfak,α Per
276.04302,-34.38462,1.79,Kaus Australis,ε Sgr
165.93233,61.75103,1.81,Dubhe,α UMa
107.09785,-26.39320,1.83,Wezen,δ CMa
206.88531,49.31327,1.85,Alkaid,η UMa
125.62854,-59.50948,1.86,Avior,ε Car
264.32970,-42.99782,1.86,Sargas,θ Sco
89.88224,44.94743,1.90,Menkalinan,β Aur
252.16616,-69.02772,1.91,Atria,α TrA
99.42792,16.39925,1.93,Alhena,γ Gem
131.17588,-54.70882,1.93,Alsephina,δ Vel
306.41188,-56.73509,1.94,Peacock,α Pav
37.94625,89.26411,1.97,Polaris,α UMi
95.67494,-17.95592,1.98,Mirzam,β CMa
141.89685,-8.65860,1.99,Alphard,α Hya
31.79333,23.46242,2.01,Hamal,α Ari
154.99309,19.84149,2.01,Algieba,γ¹ Leo
10.89735,-17.98661,2.04,Diphda,β Cet
283.81635,-26.29672,2.05,Nunki,σ Sgr
211.67093,-36.36995,2.06,Menkent,θ Cen
2.09687,29.09043,2.07,Alpheratz,α And
17.43291,35.62056,2.07,Mirach,β And
86.93912,-9.66961,2.07,Saiph,κ Ori
222.67658,74.15551,2.07,Kochab,β UMi
340.66672,-46.88458,2.07,Tiaki,β Gru
263.73361,12.56003,2.08,Rasalhague,α Oph
47.04222,40.95565,2.09,Algol,β Per
30.97476,42.32973,2.10,Almach,γ¹ And
177.26494,14.57206,2.14,Denebola,β Leo
14.17714,60.71674,2.15,Cih,γ Cas
190.37957,-48.95989,2.20,γ Cen,
120.89606,-40.00315,2.21,Naos,ζ Pup
139.27257,-59.27523,2.21,Aspidiske,ι Car
233.67192,26.71469,2.22,Alphecca,α CrB
136.99902,-43.43259,2.23,Suhail,λ Vel
200.98120,54.92536,2.23,Mizar,ζ UMa
305.55710,40.25668,2.23,Sadr,γ Cyg
10.12674,56.53733,2.24,Schedar,α Cas
269.15155,51.48889,2.24,Eltanin,γ Dra
83.00168,-0.29909,2.25,Mintaka,δ Ori
2.29331,59.14978,2.28,Caph,β Cas
204.97194,-53.46639,2.29,ε Cen,
240.08335,-22.62171,2.29,Dschubba,δ Sco
252.54120,-34.29323,2.29,Larawag,ε Sco
220.48235,-47.38820,2.30,α Lup,
218.87679,-42.15782,2.33,η Cen,
165.46016,56.38243,2.34,Merak,β UMa
221.24676,27.07422,2.35,Izar,ε Boo
326.04650,9.87501,2.38,Enif,ε Peg
265.62198,-39.02998,2.39,κ Sco,
6.57084,-42.30598,2.40,Ankaa,α Phe
178.45752,53.69476,2.41,Phecda,γ UMa
257.59452,-15.72491,2.43,Sabik,η Oph
345.94351,28.08279,2.44,Scheat,β Peg
111.02376,-29.30310,2.45,Aludra,η CMa
319.64445,62.58557,2.45,Alderamin,α Cep
140.52843,-55.01067,2.47,Markeb,κ Vel
311.55267,33.97026,2.48,Aljanah,ε Cyg
346.19022,15.20526,2.49,Markab,α Peg
45.56988,4.08973,2.54,Menkar,α Cet
249.28974,-10.56709,2.54,ζ Oph,13 Oph
208.88501,-47.28838,2.55,ζ Cen,
168.52707,20.52372,2.56,Zosma,δ Leo
241.35930,-19.80545,2.56,Acrab,β¹ Sco
83.18256,-17.82229,2.58,Arneb,α Lep
182.08965,-50.72243,2.58,δ Cen,
183.95155,-17.54193,2.58,Gienah,γ Crv
285.65298,-29.88011,2.60,Ascella,ζ Sgr
229.25173,-9.38292,2.61,Zubeneschamali,β Lib
236.06697,6.42563,2.63,Unukalhai,α Ser
28.66002,20.80804,2.64,Sheratan,β Ari
84.91226,-34.07411,2.65,Phact,α Col
89.93027,37.21258,2.65,Mahasim,θ Aur
188.59681,-23.39676,2.65,Kraz,β Crv
21.45324,60.23528,2.66,Ruchbah,δ Cas
208.67117,18.39772,2.68,Muphrid,η Boo
224.63305,-43.13396,2.68,β Lup,
74.24841,33.16609,2.69,Hassaleh,ι Aur
161.69232,-49.42025,2.69,μ Vel,
189.29608,-69.13556,2.69,α Mus,
262.69098,-37.29581,2.70,Lesath,υ Sco
109.28566,-37.09747,2.71,π Pup,
275.24850,-29.82810,2.72,Kaus Media,δ Sgr
296.56491,10.61326,2.72,Tarazed,γ Aql
243.58641,-3.69432,2.73,Yed Prior,δ Oph
245.99790,61.51421,2.73,Athebyne,η Dra
160.73924,-64.39445,2.74,θ Car,
190.41518,-1.44938,2.74,Porrima,γ Vir
83.85826,-5.90990,2.75,Hatysa,ι Ori
200.14944,-36.71229,2.75,ι Cen,
222.71965,-16.04178,2.75,Zubenelgenubi,α² Lib
265.86815,4.56730,2.76,Cebalrai,β Oph
76.96243,-5.08645,2.78,Cursa,β Eri
247.55502,21.48961,2.78,Kornephoros,β Her
258.66190,14.39033,2.78,Rasalgethi,α¹ Her
183.78641,-58.74893,2.79,Imai,δ Cru
262.60820,52.30139,2.79,Rastaban,β Dra
233.78521,-41.16676,2.80,γ Lup,
82.06134,-20.75944,2.81,Nihal,β Lep
250.32170,31.60273,2.81,ζ Her,40 Her
6.41874,-77.25425,2.82,β Hyi,
248.97065,-28.21602,2.82,Paikauhale,τ Sco
276.99268,-25.42170,2.82,Kaus Borealis,λ Sgr
3.30897,15.18360,2.83,Algenib,γ Peg
121.88606,-24.30432,2.83,Tureis,ρ Pup
238.78625,-63.43073,2.83,β TrA,
58.53300,31.88364,2.84,ζ Per,44 Per
261.32497,-55.52988,2.84,β Ara,
262.96043,-49.87615,2.84,α Ara,
56.87115,24.10514,2.85,Alcyone,η Tau
195.54417,10.95915,2.85,Vindemiatrix,ε Vir
326.76016,-16.12729,2.85,Deneb Algedi,δ Cap
113.65241,31.89052,2.85,Castor B,α Gem
29.69177,-61.56986,2.86,α Hyi,
296.24361,45.13081,2.86,Fawaris,δ Cyg
95.74009,22.51359,2.87,Tejat,μ Gem
229.72772,-68.67955,2.87,γ TrA,
334.62556,-60.25959,2.87,α Tuc,
44.56535,-40.30467,2.88,Acamar,θ¹ Eri
287.44097,-21.02361,2.88,Albaldah,π Sgr
111.78768,8.28932,2.89,Gomeisa,β CMi
194.00710,38.31838,2.89,Cor Caroli,α² CVn
239.71298,-26.11410,2.89,Fang,π Sco
59.46345,40.01022,2.90,ε Per,45 Per
245.29715,-25.59280,2.90,Alniyat,σ Sco
322.88973,-5.57117,2.90,Sadalsuud,β Aqr
46.19913,53.50644,2.91,γ Per,23 Per
146.77554,-65.07201,2.92,υ Car,
340.75056,30.22124,2.93,Matar,η Peg
102.48399,-50.61456,2.94,τ Pup,
187.46608,-16.51543,2.94,Algorab,δ Crv
331.44599,-0.31985,2.95,Sadalmelik,α Aqr
59.50735,-13.50851,2.97,Zaurak,γ Eri
84.41119,21.14255,2.97,Tianguan,ζ Tau
146.46282,23.77426,2.97,Ras Elased Australis,ε Leo
271.45204,-30.42409,2.98,Alnasl,γ² Sgr
199.73039,-23.17151,2.99,γ Hya,46 Hya
266.89617,-40.12700,2.99,ι¹ Sco,
286.35253,13.86348,2.99,Okab,ζ Aql
32.38587,34.98730,3.00,β Tri,4 Tri
167.41593,44.49849,3.00,ψ UMa,52 UMa
230.18224,71.83402,3.00,Pherkad,γ UMi
252.96764,-38.04738,3.00,Xamidimura,μ¹ Sco
328.48212,-37.36485,3.00,Aldhanab,γ Gru
55.73124,47.78755,3.01,δ Per,39 Per
95.07829,-30.06337,3.02,Furud,ζ CMa
105.75614,-23.83329,3.02,ο² CMa,24 CMa
182.53119,-22.61977,3.02,ε Crv,2 Crv
75.49223,43.82331,3.03,Almaaz,ε Aur
191.57019,-68.10812,3.04,β Mus,
218.01954,38.30825,3.04,Seginus,γ Boo
292.68034,27.95968,3.05,Albireo,β¹ Cyg
305.25280,-14.78137,3.05,Dabih,β Cap
100.98303,25.13112,3.06,Mebsuta,ε Gem
155.58232,41.49952,3.06,Tania Australis,μ UMa
288.13837,67.66154,3.07,Altais,δ Dra
274.40690,-36.76169,3.10,η Sgr,
133.84845,5.94556,3.11,ζ Hya,16 Hya
162.40618,-16.19365,3.11,ν Hya,
173.94545,-63.01984,3.11,λ Cen,
309.39174,-47.29150,3.11,α Ind,
87.73994,-35.76831,3.12,Wazn,β Col
134.80242,48.04183,3.12,Talitha,ι UMa
254.65509,-55.99014,3.12,ζ Ara,
258.75796,24.83920,3.12,Sarin,δ Her
224.79037,-42.10419,3.13,κ Cen,
140.26388,34.39256,3.14,α Lyn,40 Lyn
142.80557,-57.03438,3.16,HR 3803,
258.76182,36.80916,3.16,π Her,67 Her
99.44030,-43.19593,3.17,ν Pup,
143.21572,51.67730,3.17,θ UMa,25 UMa
257.19672,65.71468,3.17,Aldhibah,ζ Dra
281.41410,-26.99078,3.17,φ Sgr,27 Sgr
76.62870,41.23447,3.18,Haedus,η Aur
220.62738,-64.97514,3.18,α Cir,
72.46004,6.96128,3.19,Tabit,π³ Ori
76.36527,-22.37103,3.19,ε Lep,2 Lep
254.41708,9.37503,3.19,κ Oph,27 Oph
267.46447,-37.04330,3.19,Fuyue,
318.23410,30.22692,3.21,ζ Cyg,64 Cyg
354.83730,77.63228,3.21,Errai,γ Cep
230.34302,-40.64752,3.22,δ Lup,
244.58037,-4.69251,3.23,Yed Posterior,ε Oph
275.32751,-2.89882,3.23,η Ser,58 Ser
322.16493,70.56072,3.23,Alfirk,β Cep
102.04791,-61.94139,3.24,α Pic,
302.82619,-0.82146,3.24,θ Aql,65 Aql
112.30769,-43.30143,3.25,σ Pup,
211.59289,-26.68236,3.25,π Hya,49 Hya
226.01758,-25.28196,3.25,Brachium,σ Lib
284.73593,32.68956,3.25,Sulafat,γ Lyr
56.80942,-74.23896,3.26,γ Hyi,
9.83193,30.86102,3.27,δ And,31 And
260.50241,-24.99955,3.27,θ Oph,42 Oph
343.66255,-15.82082,3.27,Skat,δ Aqr
78.23292,-16.20547,3.29,μ Lep,5 Lep
153.43442,-70.03790,3.29,ω Car,
231.23241,58.96607,3.29,Edasich,ι Dra
68.49897,-55.04498,3.30,α Dor,
158.00615,-61.68533,3.30,HR 4140,
93.71941,22.50680,3.31,Propus,η Gem
261.34858,-56.37773,3.31,γ Ara,
16.52110,-46.71841,3.32,β Phe,
46.29405,38.84027,3.32,ρ Per,25 Per
183.85629,57.03262,3.32,Megrez,δ UMa
258.03828,-43.23919,3.32,η Sco,
269.75663,-9.77363,3.32,ν Oph,64 Oph
286.73505,-27.67042,3.32,τ Sgr,40 Sgr
63.60606,-62.47386,3.33,α Ret,
168.56002,15.42957,3.33,Chertan,θ Leo
117.32356,-24.85979,3.34,Azmidi,ξ Pup
28.59876,63.67010,3.35,Segin,ε Cas
81.11924,-2.39715,3.35,η Ori,28 Ori
101.32236,12.89559,3.35,Alzirr,ξ Gem
127.56647,60.71817,3.35,Muscida,ο UMa
291.37458,3.11477,3.36,δ Aql,30 Aql
230.67032,-44.68962,3.37,ε Lup,
131.69380,6.41881,3.38,Ashlesha,ε Hya
203.67330,-0.59582,3.38,Heze,ζ Vir
83.78449,9.93416,3.39,Meissa,λ Ori
154.27080,-61.33230,3.39,HR 4050,
193.90087,3.39747,3.39,Minelauva,δ Vir
332.71362,58.20126,3.39,ζ Cep,21 Cep
67.16558,15.87088,3.40,Chamukuy,θ² Tau
22.09138,-43.31823,3.41,γ Phe,
60.17007,12.49035,3.41,λ Tau,35 Tau
207.37617,-41.68771,3.41,ν Cen,
228.07140,-52.09925,3.41,ζ Lup,
311.32216,61.83878,3.41,η Cep,3 Cep
340.36550,10.83136,3.41,Homam,ζ Peg
28.27044,29.57883,3.42,Mothallah,α Tri
240.03054,-38.39671,3.42,η Lup,
266.61478,27.72068,3.42,μ Her,86 Her
311.23971,-66.20321,3.42,β Pav,
137.74206,-58.96690,3.43,HR 3659,
154.17257,23.41731,3.43,Adhafera,ζ Leo
286.56225,-4.88255,3.43,λ Aql,16 Aql
154.27428,42.91436,3.45,Tania Borealis,λ UMa
12.27390,57.81519,3.46,Achird,η Cas
17.14746,-10.18226,3.46,η Cet,31 Cet
119.19469,-52.98236,3.46,χ Car,
228.87564,33.31483,3.46,δ Boo,49 Boo
40.82517,3.23582,3.47,Kaffaljidhma,γ Cet
207.40414,-42.47373,3.47,μ Cen,
151.83313,16.76266,3.48,η Leo,30 Leo
250.72399,38.92225,3.48,η Her,44 Her
26.01719,-15.93748,3.49,τ Cet,52 Cet
105.42978,-27.93483,3.49,Nganurganity,σ CMa
169.61974,33.09431,3.49,Alula Borealis,ν UMa
225.48654,40.39057,3.49,Nekkar,β Boo
276.74341,-45.96846,3.49,α Tel,
342.13859,-51.31686,3.49,ε Gru,
102.46025,-32.50848,3.50,κ CMa,13 CMa
110.03074,21.98232,3.50,Wasat,δ Gem
342.42030,66.20041,3.50,ι Cep,32 Cep
299.68928,19.49215,3.51,γ Sge,12 Sge
342.50077,24.60158,3.51,Sadalbari,μ Peg
55.81209,-9.76339,3.52,Rana,δ Eri
145.28764,9.89231,3.52,Subra,ο Leo
149.21562,-54.56779,3.52,φ Vel,
282.51998,33.36267,3.52,Sheliak,β Lyr
284.43250,-21.10665,3.52,ξ² Sgr,37 Sgr
332.54994,6.19787,3.52,Biham,θ Peg
190.41257,-1.44924,3.52,γ Vir,29 Vir
67.15414,19.18043,3.53,Ain,ε Tau
124.12884,9.18554,3.53,Tarf,β Cnc
173.25057,-31.85762,3.54,ξ Hya,
237.40503,-3.43021,3.54,μ Ser,32 Ser
264.39668,-15.39856,3.54,ξ Ser,55 Ser
64.47356,-33.79835,3.55,υ⁴ Eri,41 Eri
86.73892,-14.82195,3.55,ζ Lep,14 Lep
214.85094,-46.05809,3.55,ι Lup,
275.26104,72.73284,3.55,χ Dra,44 Dra
302.17736,-66.18207,3.55,δ Pav,
4.85698,-8.82392,3.56,ι Cet,8 Cet
34.12731,-51.51217,3.56,φ Eri,
169.83521,-14.77854,3.56,δ Crt,12 Crt
253.08394,-38.01754,3.56,Pipirima,μ² Sco
116.11190,24.39799,3.57,κ Gem,77 Gem
135.90641,47.15653,3.57,Alkaphrah,κ UMa
217.95750,30.37144,3.57,ρ Boo,25 Boo
230.45160,-36.26138,3.57,φ¹ Lup,
109.52325,16.54038,3.58,λ Gem,54 Gem
304.51356,-12.54485,3.58,Algedi,α² Cap
24.49808,48.62821,3.59,Nembus,51 And
79.40163,-6.84441,3.59,τ Ori,20 Ori
86.11585,-22.44838,3.59,γ Lep,13 Lep
177.67383,1.76472,3.59,Zavijava,β Vir
185.34046,-60.40115,3.59,Ginan,ε Cru
21.00585,-8.18326,3.60,θ Cet,45 Cet
103.19724,33.96125,3.60,θ Gem,34 Gem
130.07331,-52.92189,3.60,ο Vel,
142.67511,-40.46677,3.60,ψ Vel,
234.25605,-28.13508,3.60,υ Lib,39 Lib
262.77477,-60.68385,3.60,δ Ara,
42.49594,27.26051,3.61,Bharani,41 Ari
51.20331,9.02887,3.61,ο Tau,1 Tau
152.64701,-12.35408,3.61,λ Hya,41 Hya
195.56638,-71.54886,3.61,δ Mus,
266.43331,-64.72387,3.61,η Pav,
22.87088,15.34582,3.62,Alpherg,η Psc
57.29060,24.05342,3.62,Atlas,27 Tau
116.31373,-37.96858,3.62,HR 3017,
253.64597,-42.36131,3.62,ζ² Sco,
345.48025,42.32598,3.62,ο And,1 And
176.40212,-66.72876,3.63,λ Mus,
309.38724,14.59509,3.64,Rotanev,β Del
64.94834,15.62764,3.65,Prima Hyadum,γ Tau
142.88180,63.06186,3.65,23 UMa,
236.54690,15.42183,3.65,β Ser,28 Ser
271.65780,-50.09148,3.65,θ Ara,
337.20797,-0.01997,3.65,ζ¹ Aqr,55 Aqr
231.95727,29.10570,3.66,Nusakan,β CrB
234.66405,-29.77775,3.66,τ Lib,40 Lib
211.09748,64.37585,3.67,Thuban,α Dra
313.70247,-58.45416,3.67,β Ind,
72.80151,5.60510,3.68,π⁴ Ori,3 Ori
130.89809,-33.18639,3.68,α Pyx,
296.84692,18.53429,3.68,δ Sge,7 Sge
347.36165,-21.17241,3.68,88 Aqr,
9.24282,53.89691,3.69,Fulu,ζ Cas
28.98846,-51.60890,3.69,χ Eri,
75.61951,41.07584,3.69,Saclateni,ζ Aur
146.31176,-62.50790,3.69,HR 3884,
176.51272,47.77941,3.69,Taiyangshou,χ UMa
325.02272,-16.66231,3.69,Nashira,γ Cap
49.87917,-21.75786,3.70,τ⁴ Eri,16 Eri
269.44116,29.24788,3.70,ξ Her,92 Her
349.29141,3.28229,3.70,γ Psc,6 Psc
73.56289,2.44067,3.71,π⁵ Ori,8 Ori
89.10123,-14.16770,3.71,η Lep,16 Lep
118.05432,-40.57579,3.71,HR 3080,
237.70403,4.47773,3.71,ε Ser,37 Ser
271.83744,9.56385,3.71,72 Oph,
298.82831,6.40676,3.71,Alshain,β Aql
53.23272,-9.45826,3.72,Ran,ε Eri
56.21890,24.11334,3.72,Electra,17 Tau
89.88167,54.28466,3.72,δ Aur,33 Aur
316.23276,43.92785,3.72,ξ Cyg,62 Cyg
51.79230,9.73268,3.73,ξ Tau,2 Tau
221.56218,1.89288,3.73,109 Vir,
268.38201,56.87264,3.73,Grumium,ξ Dra
325.36879,-77.39005,3.73,ν Oct,
343.15365,-7.57960,3.73,λ Aqr,73 Aqr
27.86514,-10.33504,3.74,Baten Kaitos,ζ Cet
245.48007,19.15313,3.74,γ Her,20 Her
318.69776,38.04532,3.74,τ Cyg,65 Cyg
136.03872,-47.09774,3.75,HR 3614,
266.97316,2.70728,3.75,γ Oph,62 Oph
83.40631,-62.48983,3.76,β Dor,
87.83035,-20.87909,3.76,δ Lep,15 Lep
97.20445,-7.03306,3.76,β Mon,11 Mon
286.17075,-21.74150,3.76,ο Sgr,39 Sgr
292.42647,51.72978,3.76,ι² Cyg,10 Cyg
337.82272,50.28249,3.76,α Lac,7 Lac
42.67417,55.89550,3.77,Miram,η Per
56.29848,42.57855,3.77,ν Per,41 Per
65.73370,17.54251,3.77,Secunda Hyadum,δ¹ Tau
84.68653,-2.60007,3.77,σ Ori,48 Ori
126.43426,-66.13689,3.77,β Vol,
130.15655,-46.64874,3.77,HR 3445,
252.44640,-59.04138,3.77,η Ara,
309.90952,15.91207,3.77,Sualocin,α Del
321.66678,-22.41133,3.77,ζ Cap,34 Cap
331.75270,25.34511,3.77,ι Peg,24 Peg
107.18682,-70.49893,3.78,γ² Vol,
111.43168,27.79808,3.78,ι Gem,60 Gem
147.74801,59.03874,3.78,υ UMa,29 UMa
163.37339,-58.85317,3.78,HR 4257,
220.28730,13.72830,3.78,ζ Boo,30 Boo
311.91897,-9.49578,3.78,Albali,ε Aqr
47.37387,44.85754,3.79,Misam,κ Per
163.32789,34.21487,3.79,Praecipua,46 LMi
48.01873,-28.98762,3.80,Dalim,α For
114.70779,-26.80384,3.80,HR 2948,
233.70061,10.53887,3.80,δ Ser,13 Ser
289.27560,53.36846,3.80,κ Cyg,1 Cyg
303.40794,46.74133,3.80,31 Cyg,
68.88768,-30.56234,3.81,Theemin,υ² Eri
156.96973,-58.73940,3.81,HR 4114,
235.68572,26.29564,3.81,γ CrB,8 CrB
354.39084,46.45815,3.81,λ And,16 And
30.51176,2.76376,3.82,Alrescha,α Psc
139.71104,36.80260,3.82,38 Lyn,
172.85111,69.33108,3.82,Giausar,λ Dra
247.72844,1.98392,3.82,Marfik,λ Oph
264.86621,46.00633,3.82,ι Her,85 Her
156.52263,-16.83629,3.83,μ Hya,42 Hya
209.56779,-42.10075,3.83,φ Cen,
221.96552,-79.04475,3.83,α Aps,
56.04890,-64.80690,3.84,β Ret,
56.07972,32.28825,3.84,Atik,ο Per
67.14372,15.96218,3.84,θ¹ Tau,77 Tau
133.76185,-60.64461,3.84,HR 3571,
158.20280,9.30659,3.84,ρ Leo,47 Leo
159.32576,-48.22562,3.84,HR 4167,
188.11701,-72.13299,3.84,γ Mus,
271.88562,28.76249,3.84,ο Her,103 Her
273.44088,-21.05883,3.84,Polis,μ Sgr
297.04275,70.26793,3.84,ε Dra,63 Dra
63.50044,-42.29437,3.85,α Hor,
86.82118,-51.06651,3.85,β Pic,
95.52846,-33.43640,3.85,δ Col,
153.68410,-42.12194,3.85,HR 4023,
188.37087,69.78824,3.85,κ Dra,5 Dra
189.42591,-48.54130,3.85,τ Cen,
239.11323,15.66162,3.85,γ Ser,41 Ser
275.92451,21.76975,3.85,109 Her,
278.80177,-8.24407,3.85,α Sct,
14.18827,38.49934,3.86,μ And,37 And
69.54510,-14.30402,3.86,Sceptrum,53 Eri
82.80314,-35.47052,3.86,ε Col,
243.85946,-63.68568,3.86,δ TrA,
248.36413,-78.89715,3.86,γ Aps,
269.06325,37.25054,3.86,θ Her,91 Her
335.41407,-1.38733,3.86,Sadachbia,γ Aqr
56.45669,24.36775,3.87,Maia,20 Tau
131.50686,-46.04153,3.87,HR 3487,
209.66980,-44.80358,3.87,υ¹ Cen,
220.76510,-5.65821,3.87,μ Vir,107 Vir
239.22115,-29.21407,3.87,Iklil,ρ Sco
298.11820,1.00566,3.87,η Aql,55 Aql
2.35254,-45.74743,3.88,ε Phe,
28.38255,19.29385,3.88,Mesarthim,γ² Ari
148.19097,26.00695,3.88,Rasalas,μ Leo
227.98377,-48.73782,3.88,κ¹ Lup,
347.58960,-45.24671,3.88,ι Gru,
44.10687,-8.89814,3.89,Azha,η Eri
103.53314,-24.18421,3.89,ο¹ CMa,16 CMa
138.59107,2.31428,3.89,θ Hya,22 Hya
184.97649,-0.66680,3.89,Zaniah,η Vir
299.07657,35.08342,3.89,η Cyg,21 Cyg
144.96401,-1.14281,3.90,Ukdah,ι Hya
170.25175,-54.49102,3.90,π Cen,
202.76108,-39.40731,3.90,HR 5089,
60.78909,5.98930,3.91,ν Tau,38 Tau
126.41514,-3.90642,3.91,HR 3314,
187.00996,-50.23063,3.91,σ Cen,
226.27954,-47.05125,3.91,π Lup,
233.88157,-14.78954,3.91,Zubenelhakrabi,γ Lib
244.93517,46.31337,3.91,τ Her,22 Her
255.07240,30.92640,3.92,ε Her,58 Her
290.41816,-17.84720,3.92,ρ¹ Sgr,44 Sgr
318.95596,5.24784,3.92,Kitalpha,α Equ
6.55074,-43.67983,3.93,κ Phe,
22.81276,-49.07270,3.93,δ Phe,
43.56442,52.76248,3.93,τ Per,18 Per
69.07976,-3.35246,3.93,ν Eri,48 Eri
115.45506,-72.60610,3.93,ζ Vol,
167.14747,-58.97504,3.93,HR 4337,
241.70178,-20.66919,3.93,ω¹ Sco,9 Sco
270.16131,2.93157,3.93,67 Oph,
17.09613,-55.24576,3.94,Wurren,ζ Phe
115.31181,-9.55113,3.94,α Mon,26 Mon
115.95195,-28.95483,3.94,3 Pup,
131.17125,18.15431,3.94,Asellus Australis,δ Cnc
314.29339,41.16714,3.94,ν Cyg,58 Cyg
30.85902,72.42129,3.95,50 Cas,
99.17098,-19.25588,3.95,ν² CMa,7 CMa
200.98494,54.92047,3.95,ζ UMa,79 UMa
62.16536,47.71251,3.96,48 Per,
89.78667,-42.81513,3.96,η Col,
135.16028,41.78291,3.96,HR 3579,
137.81977,-62.31698,3.96,HR 3663,
290.65955,-44.45896,3.96,Arkab Prior,β¹ Sgr
290.97154,-40.61594,3.96,Rukbat,α Sgr
303.86801,47.71421,3.96,32 Cyg,
350.74263,-20.10058,3.96,98 Aqr,
66.00920,-34.01685,3.97,Beemim,43 Eri
87.87249,39.14848,3.97,ν Aur,32 Aur
109.20762,-67.95715,3.97,δ Vol,
130.02560,-35.30835,3.97,β Pyx,
182.91303,-52.36846,3.97,ρ Cen,
237.73974,-33.62716,3.97,χ Lup,5 Lup
300.14767,-72.91050,3.97,ε Pav,
337.31738,-43.49556,3.97,δ¹ Gru,
341.63281,23.56565,3.97,λ Peg,47 Peg
59.74125,35.79103,3.98,Menkib,ξ Per
323.49525,45.59184,3.98,ρ Cyg,73 Cyg
30.00126,-21.07783,3.99,υ Cet,59 Cet
93.71388,-6.27478,3.99,γ Mon,5 Mon
156.09888,-74.03161,3.99,HR 4102,
201.30620,54.98796,3.99,Alcor,80 UMa
349.35747,-58.23573,3.99,γ Tuc,
135.61166,-66.39608,4.00,α Vol,
170.98104,10.52951,4.00,ι Leo,78 Leo
242.99889,-19.46071,4.00,Jabbah,ν Sco
25.91512,50.68873,4.01,φ Per,
71.37562,-3.25466,4.01,μ Eri,57 Eri
106.02721,20.57030,4.01,Mekbuda,ζ Gem
108.70274,-26.77267,4.01,ω CMa,28 CMa
220.48998,-37.79350,4.01,HR 5471,
240.47298,58.56525,4.01,θ Dra,13 Dra
244.96031,-50.15551,4.01,γ² Nor,
280.75890,-71.42811,4.01,ζ Pav,
307.34889,30.36856,4.01,41 Cyg,
132.63306,-27.70984,4.02,γ Pyx,
182.10337,-24.72887,4.02,Alchiba,α Crv
284.90566,15.06830,4.02,ε Aql,13 Aql
285.42012,-5.73911,4.02,12 Aql,
34.32859,33.84719,4.03,γ Tri,9 Tri
75.85455,60.44224,4.03,β Cam,10 Cam
131.67426,28.75990,4.03,ι Cnc,48 Cnc
193.64850,-57.17792,4.03,μ¹ Cru,
271.36370,2.50010,4.03,70 Oph,
308.30320,11.30326,4.03,Aldulfin,ε Del
359.82788,6.86332,4.03,ω Psc,28 Psc
62.96641,-6.83758,4.04,Beid,ο¹ Eri
176.46483,6.52938,4.04,ν Vir,3 Vir
216.29951,51.85074,4.04,θ Boo,23 Boo
338.83908,-0.11750,4.04,η Aqr,62 Aqr
47.26508,49.61328,4.05,ι Per,
124.63054,-76.91972,4.05,α Cha,
131.09981,-42.64928,4.05,HR 3477,
170.28414,6.02932,4.05,σ Leo,77 Leo
207.36935,15.79791,4.05,υ Boo,5 Boo
215.13934,-37.88529,4.05,ψ Cen,
219.47181,-49.42583,4.05,ρ Lup,
342.39792,-13.59263,4.05,τ² Aqr,71 Aqr
74.09282,13.51447,4.06,ο² Ori,9 Ori
113.98062,26.89574,4.06,υ Gem,69 Gem
171.22053,-17.68401,4.06,γ Crt,15 Crt
184.39375,-67.96074,4.06,ε Mus,
184.60947,-64.00307,4.06,ζ Cru,
220.91436,-35.17365,4.06,HR 5485,
254.89603,-53.16044,4.06,ε¹ Ara,
