ra_deg,dec_deg,mag,name,desig
279.35746,-47.07457,6.88,HIP 91301,
281.66425,-39.73092,6.88,HIP 92130,
282.60694,7.45824,6.88,HIP 92450,
285.04893,-60.20371,6.88,HIP 93295,
285.65857,14.56701,6.88,HIP 93509,
286.28560,9.64213,6.88,HIP 93732,
288.65173,-29.83121,6.88,HIP 94548,
289.74213,40.36046,6.88,HIP 94923,
291.23336,-44.19480,6.88,HIP 95445,
291.29151,-51.10063,6.88,HIP 95468,
291.97527,20.24738,6.88,HIP 95700,
292.49545,46.94649,6.88,HIP 95879,
292.55102,55.42271,6.88,HIP 95899,
297.92433,-14.77687,6.88,HIP 97736,
298.97528,47.09005,6.88,HIP 98071,
301.05407,31.24322,6.88,HIP 98831,
306.83695,23.79055,6.88,HIP 100886,
307.08688,20.11287,6.88,HIP 100971,
307.51988,19.66759,6.88,HIP 101139,
312.32921,58.74874,6.88,HIP 102775,
314.92089,-62.87730,6.88,HIP 103621,
315.69657,15.96711,6.88,HIP 103868,
316.50213,62.92180,6.88,HIP 104146,
316.92019,68.25408,6.88,HIP 104291,
317.03921,-0.98967,6.88,HIP 104338,
319.83543,-13.04795,6.88,HIP 105267,
322.09023,-2.88536,6.88,HIP 106015,
323.66673,-36.64699,6.88,HIP 106541,
325.66863,63.72137,6.88,HIP 107191,
326.07511,-55.47308,6.88,HIP 107323,
327.98077,48.43711,6.88,HIP 107923,
330.89731,-55.97696,6.88,HIP 108903,
333.82094,-70.65301,6.88,HIP 109880,
337.23222,-60.05402,6.88,HIP 110965,
338.65225,26.59821,6.88,HIP 111443,
342.80548,48.73324,6.88,HIP 112850,
345.47938,-63.08550,6.88,HIP 113725,
351.07853,-72.16520,6.88,HIP 115547,
352.36226,46.46492,6.88,HIP 115944,
352.37633,-1.03590,6.88,12 Psc,
356.20394,7.19181,6.88,HIP 117137,
357.02892,-50.89095,6.88,HIP 117389,
2.69538,-34.86071,6.89,HIP 881,
3.58668,-21.19696,6.89,HIP 1147,
7.41277,-2.84042,6.89,HIP 2323,
7.90037,16.02092,6.89,HIP 2490,
8.95289,49.02114,6.89,HIP 2814,
12.83280,-9.40554,6.89,HIP 3995,
12.96735,-43.70903,6.89,HR 245,
17.14095,-46.66798,6.89,HIP 5363,
18.07980,12.28182,6.89,HIP 5631,
20.33025,11.53675,6.89,HIP 6334,
21.85482,-20.35180,6.89,HIP 6791,
23.90950,28.26961,6.89,HIP 7421,
28.09303,37.42979,6.89,HIP 8734,
30.06169,-3.36831,6.89,HIP 9358,
30.65739,-70.41948,6.89,HIP 9540,
31.62602,24.33399,6.89,HIP 9829,
32.72253,-75.95884,6.89,HIP 10179,
34.50305,42.90123,6.89,HIP 10721,
36.23451,-3.89282,6.89,HIP 11260,
38.48073,-12.33713,6.89,HIP 11927,
43.92198,31.04310,6.89,HIP 13645,
53.99368,47.09103,6.89,HIP 16782,
54.42111,-74.82257,6.89,HIP 16914,
56.37941,42.00692,6.89,HIP 17549,
57.10335,-54.29376,6.89,HIP 17785,
59.12238,-38.96217,6.89,HIP 18437,
60.04351,40.01373,6.89,HIP 18688,
64.46146,67.08861,6.89,HIP 20037,
65.06376,-2.62855,6.89,HIP 20243,
69.72221,42.23997,6.89,HIP 21642,
72.07947,29.23573,6.89,HIP 22309,
74.24475,-8.45888,6.89,HIP 23011,
77.51007,-40.55947,6.89,HIP 24038,
78.65397,-0.56284,6.89,HIP 24441,
78.66080,63.12694,6.89,HIP 24445,
84.93628,-20.43518,6.89,HIP 26642,
85.48971,-62.91375,6.89,HIP 26842,
87.28039,-32.50436,6.89,HIP 27479,
89.04439,-21.12255,6.89,HIP 28081,
89.91507,21.60422,6.89,HIP 28374,
95.68851,4.21033,6.89,HIP 30328,
95.93854,-37.01459,6.89,HIP 30418,
96.41865,-29.70298,6.89,HIP 30583,
98.19234,-27.40436,6.89,HIP 31201,
99.10943,27.27839,6.89,HIP 31568,
106.22339,-20.83009,6.89,HIP 34152,
106.54831,24.86015,6.89,HIP 34266,
110.73744,-55.57717,6.89,HIP 35790,
111.99894,-2.88218,6.89,HIP 36260,
114.26461,-26.81647,6.89,HIP 37069,
114.42333,1.92839,6.89,HIP 37122,
114.84015,50.52854,6.89,HIP 37283,
115.77837,-38.86368,6.89,HR 2995,
118.52993,-18.33103,6.89,HIP 38591,
120.65591,-27.54430,6.89,HIP 39352,
120.69338,-6.32246,6.89,HIP 39362,
120.91644,36.34487,6.89,HIP 39433,
121.16742,39.74074,6.89,HIP 39523,
126.25165,-12.76478,6.89,HIP 41255,
127.01706,35.89181,6.89,HIP 41519,
129.68968,23.68591,6.89,HIP 42403,
131.28684,-32.24926,6.89,HIP 42937,
134.35484,58.21881,6.89,HIP 43984,
136.13685,-56.34104,6.89,HIP 44545,
139.63305,-39.04383,6.89,HIP 45667,
142.33977,56.24092,6.89,HIP 46524,
142.92667,36.42909,6.89,HIP 46749,
147.54310,24.56205,6.89,HIP 48248,
152.60115,-64.38423,6.89,HIP 49833,
154.76070,-50.71610,6.89,HIP 50519,
166.08011,-1.27823,6.89,HIP 54110,
168.82329,-19.63754,6.89,HIP 54960,
169.03781,78.30895,6.89,HIP 55048,
169.23993,-34.92734,6.89,HIP 55105,
176.65170,-64.76598,6.89,HIP 57451,
185.90708,-61.62913,6.89,HIP 60455,
189.48535,54.85312,6.89,HIP 61631,
190.37004,49.29055,6.89,HIP 61927,
191.75912,9.06396,6.89,HIP 62375,
192.34356,-40.77523,6.89,HIP 62580,
197.69169,34.30065,6.89,HIP 64302,
197.91897,-11.22165,6.89,HIP 64378,
199.05321,-52.41480,6.89,HIP 64749,
199.36386,-10.54629,6.89,58 Vir,
200.26992,-24.47022,6.89,HIP 65151,
205.40259,-45.49383,6.89,HIP 66802,
211.73265,28.43804,6.89,HIP 68955,
216.88103,-35.44723,6.89,HIP 70693,
218.79462,-46.46197,6.89,HIP 71327,
223.18236,31.92502,6.89,HIP 72794,
225.40989,-56.26018,6.89,HIP 73522,
227.63132,11.67363,6.89,HIP 74253,
227.94876,10.21658,6.89,HIP 74359,
232.04004,-9.34807,6.89,HIP 75718,
232.86306,-71.06213,6.89,HIP 76011,
234.20261,80.61450,6.89,HIP 76450,
234.91125,79.98322,6.89,18 UMi,
237.57279,-49.04050,6.89,HIP 77577,
239.95845,-64.85415,6.89,HIP 78346,
245.06089,-39.63002,6.89,HIP 80035,
247.11730,-13.39964,6.89,Timir,
247.56533,-27.91625,6.89,HIP 80819,
248.83885,77.75519,6.89,HIP 81219,
249.17290,-35.91637,6.89,HIP 81335,
250.04431,-28.94013,6.89,HIP 81616,
254.65802,15.45436,6.89,HIP 83083,
255.30913,52.60451,6.89,HIP 83285,
255.71880,-50.16041,6.89,HIP 83406,
256.89659,-46.67968,6.89,HIP 83802,
257.07204,-41.02450,6.89,HIP 83858,
261.49534,-49.73492,6.89,HIP 85308,
262.69984,-37.43697,6.89,HIP 85700,
267.63124,36.84612,6.89,HIP 87319,
269.35128,33.40084,6.89,HIP 87909,
270.89072,-66.53838,6.89,HIP 88454,
274.14738,-20.54449,6.89,17 Sgr,
276.58182,26.22772,6.89,HIP 90361,
281.23297,-0.37343,6.89,HIP 91987,
282.77255,-3.26114,6.89,7 Aql,
283.47418,82.37003,6.89,HIP 92738,
283.50669,-47.27437,6.89,HIP 92750,
285.28959,-4.43897,6.89,HIP 93381,
289.38276,21.81385,6.89,HIP 94812,
290.20130,-4.50250,6.89,HIP 95099,
292.02629,17.84669,6.89,HIP 95717,
292.40775,-12.64671,6.89,HIP 95847,
293.35647,21.84033,6.89,HIP 96183,
293.54637,7.78577,6.89,HIP 96241,
295.69115,8.38276,6.89,HIP 96979,
296.95104,-28.49118,6.89,HIP 97401,
297.92807,-50.97877,6.89,HIP 97738,
306.35715,42.60505,6.89,HIP 100736,
308.21321,27.21216,6.89,HIP 101381,
308.68583,32.50586,6.89,HIP 101544,
309.52037,-24.22889,6.89,HIP 101823,
309.98093,35.39073,6.89,HIP 101974,
313.17971,-39.10863,6.89,HIP 103049,
314.19771,1.71518,6.89,HIP 103391,
317.39691,75.22778,6.89,HIP 104458,
317.91828,70.44115,6.89,HIP 104632,
318.56939,-45.78276,6.89,HIP 104838,
323.69577,19.93639,6.89,HIP 106554,
326.07993,28.78160,6.89,HIP 107326,
328.24329,15.93215,6.89,HIP 108012,
328.25403,-10.56260,6.89,HIP 108018,
329.11380,59.79510,6.89,HIP 108301,
333.69651,-24.00470,6.89,HIP 109838,
334.71867,16.25796,6.89,HIP 110166,
340.03325,-9.35924,6.89,HIP 111910,
349.95779,57.24363,6.89,HIP 115187,
354.55167,-8.62755,6.89,HIP 116639,
356.83725,-48.27559,6.89,HIP 117320,
356.84712,-68.39397,6.89,HR 9007,
357.06021,7.16318,6.89,HIP 117398,
0.22041,66.84801,6.90,HIP 73,
0.56949,-13.40744,6.90,HIP 179,
1.48636,24.56901,6.90,HIP 496,
5.22552,32.97801,6.90,HIP 1669,
6.20681,-18.47188,6.90,HIP 1962,
6.56872,3.82576,6.90,HIP 2080,
8.18001,38.84377,6.90,HIP 2576,
8.23259,16.16724,6.90,HIP 2595,
8.61321,-6.50391,6.90,HIP 2710,
11.19959,67.15818,6.90,HIP 3509,
12.50940,70.77417,6.90,HIP 3901,
14.88452,48.96634,6.90,HIP 4637,
15.57649,81.87557,6.90,HIP 4843,
17.64297,51.01333,6.90,HIP 5512,
21.67955,43.69187,6.90,HIP 6733,
22.07974,30.55769,6.90,HIP 6862,
23.70360,0.94477,6.90,HIP 7357,
27.36321,26.47264,6.90,HIP 8490,
33.69312,46.68749,6.90,HIP 10456,
39.69125,33.41909,6.90,HIP 12328,
41.13788,46.84146,6.90,HIP 12804,
41.86424,19.37182,6.90,HIP 13027,
41.86547,37.79104,6.90,HIP 13028,
43.70648,-33.52486,6.90,HIP 13569,
44.36937,16.29371,6.90,HIP 13786,
46.44330,43.70247,6.90,HIP 14402,
47.58022,-74.29709,6.90,HIP 14739,
47.92872,52.16346,6.90,HIP 14845,
50.09719,19.87271,6.90,HIP 15555,
50.53898,-46.76336,6.90,HIP 15692,
50.89689,-40.07639,6.90,HIP 15799,
53.33830,13.78242,6.90,HIP 16572,
54.88599,59.44543,6.90,HIP 17075,
56.79423,51.70639,6.90,HIP 17675,
58.65622,-46.41689,6.90,HIP 18286,
60.69606,-22.59446,6.90,HIP 18875,
64.42926,13.83659,6.90,HIP 20025,
67.37644,17.86316,6.90,HIP 20948,
69.27348,-30.42925,6.90,HIP 21502,
70.14258,-48.53824,6.90,HIP 21771,
70.95660,-48.32697,6.90,HIP 22006,
75.28926,-74.34085,6.90,HIP 23335,
84.34074,-38.02286,6.90,HIP 26420,
84.95453,1.49173,6.90,HIP 26648,
88.11199,6.20943,6.90,HIP 27751,
89.35528,0.02752,6.90,HIP 28187,
90.78478,-36.87294,6.90,HIP 28662,
92.56926,-15.05941,6.90,HIP 29275,
94.79157,56.52659,6.90,HIP 30031,
94.85586,13.43394,6.90,HIP 30051,
95.16687,-9.89100,6.90,HIP 30149,
98.53505,2.89866,6.90,HIP 31326,
98.99738,31.47924,6.90,HIP 31520,
101.10276,56.93302,6.90,HIP 32284,
101.29171,-18.26831,6.90,HIP 32352,
102.08982,-7.75460,6.90,HIP 32622,
104.28909,-10.82446,6.90,HIP 33436,
105.06261,-19.80127,6.90,HIP 33713,
108.26748,31.96548,6.90,HIP 34881,
110.16257,-52.19871,6.90,HIP 35588,
111.10238,10.24567,6.90,HIP 35929,
111.39059,-19.43774,6.90,HIP 36034,
114.05750,-44.95763,6.90,HIP 36992,
115.44031,-22.40408,6.90,HIP 37495,
117.47943,27.36318,6.90,HIP 38228,
120.86052,37.13668,6.90,HIP 39414,
125.02021,-31.09780,6.90,HIP 40846,
130.45867,19.87417,6.90,HIP 42673,
130.65414,-4.41022,6.90,HIP 42739,
130.72406,-9.80556,6.90,HIP 42769,
132.59730,-35.93045,6.90,HIP 43396,
134.69184,-64.53051,6.90,HIP 44081,
141.33032,-54.46377,6.90,HIP 46214,
141.81961,6.23282,6.90,HIP 46367,
144.99089,35.33596,6.90,HIP 47436,
145.35345,-33.39632,6.90,HIP 47530,
146.35111,-32.68270,6.90,HIP 47873,
146.36934,10.22193,6.90,HIP 47880,
150.80706,50.10923,6.90,HIP 49253,
158.57076,-37.38679,6.90,HIP 51739,
160.22107,-57.93559,6.90,HIP 52274,
161.58048,12.74785,6.90,HIP 52683,
166.20269,-75.15519,6.90,HIP 54166,
167.44635,54.10659,6.90,HIP 54552,
170.81313,6.58582,6.90,HIP 55589,
171.98708,44.87849,6.90,HIP 55950,
172.51801,29.96463,6.90,HIP 56109,
175.49152,-24.38580,6.90,HIP 57072,
179.01481,40.64761,6.90,HIP 58193,
193.88522,-30.07011,6.90,HIP 63083,
205.41456,-75.11537,6.90,HIP 66806,
206.18585,-14.22518,6.90,HIP 67069,
207.96249,11.93720,6.90,HIP 67673,
214.12710,55.29836,6.90,HIP 69748,
215.28909,19.18020,6.90,HIP 70145,
216.04692,16.27367,6.90,HIP 70399,
217.25227,-56.13686,6.90,HIP 70824,
225.01121,65.47622,6.90,HIP 73403,
230.00964,40.98417,6.90,HIP 75039,
230.20873,31.48011,6.90,HIP 75104,
232.16359,61.72665,6.90,HIP 75764,
238.83996,9.22342,6.90,HIP 77966,
246.58950,40.80949,6.90,HIP 80528,
247.45194,-11.12953,6.90,HIP 80795,
247.46298,5.97078,6.90,HIP 80797,
252.18026,-67.08322,6.90,HIP 82280,
252.49754,46.64908,6.90,HIP 82375,
254.09135,62.36989,6.90,HIP 82891,
257.47119,-47.03144,6.90,HIP 83973,
260.31131,31.25691,6.90,HIP 84920,
274.15449,48.10520,6.90,HIP 89570,
279.48789,-2.59053,6.90,HIP 91355,
289.24215,-67.16674,6.90,HIP 94767,
292.16051,39.94083,6.90,HIP 95764,
294.15031,-32.69087,6.90,HIP 96453,
295.17519,-54.21036,6.90,HIP 96806,
295.63950,-50.66760,6.90,HIP 96956,
303.39111,-38.44805,6.90,HIP 99668,
315.57381,-42.99741,6.90,HIP 103819,
318.18872,84.25866,6.90,HIP 104716,
324.24403,-18.74379,6.90,HIP 106715,
325.13506,59.75275,6.90,HIP 107026,
325.13948,10.61223,6.90,HIP 107028,
325.60077,57.73605,6.90,HIP 107164,
333.00936,-38.30282,6.90,HIP 109595,
335.11743,37.29803,6.90,HIP 110300,
339.87680,-68.06040,6.90,HIP 111862,
347.79494,30.04311,6.90,HIP 114486,
348.53373,-70.05819,6.90,HIP 114708,
352.10512,-25.42054,6.90,HIP 115858,
353.16924,-45.12144,6.90,HIP 116204,
353.60487,5.47055,6.90,HIP 116338,
353.86309,52.29103,6.90,HIP 116418,
1.34266,3.60609,6.91,HIP 448,
1.72205,-38.87767,6.91,HIP 567,
3.48413,59.99932,6.91,HIP 1118,
4.46351,20.22699,6.91,HIP 1429,
6.34209,-39.26037,6.91,HIP 2001,
6.46350,71.80713,6.91,HIP 2036,
8.19792,54.11995,6.91,HIP 2581,
9.00352,-59.71724,6.91,HIP 2841,
12.04861,65.11961,6.91,HIP 3755,
15.32911,-60.86015,6.91,HIP 4772,
19.12074,-67.43103,6.91,HIP 5943,
22.06705,-12.24604,6.91,HIP 6859,
22.57625,59.78205,6.91,HIP 7013,
23.49931,-62.47622,6.91,HIP 7298,
30.71786,-2.37780,6.91,HIP 9563,
34.06609,-9.82125,6.91,HIP 10584,
39.14146,-14.65673,6.91,HIP 12146,
39.49390,-67.30092,6.91,HIP 12269,
42.26087,-4.22483,6.91,HIP 13143,
42.94752,53.03181,6.91,HIP 13351,
43.78404,3.48688,6.91,HIP 13593,
46.11601,40.29279,6.91,HIP 14303,
51.14367,22.04032,6.91,HIP 15882,
55.05198,-19.59283,6.91,HIP 17138,
58.00031,60.33657,6.91,HIP 18088,
60.62174,3.84723,6.91,HIP 18850,
60.74795,9.20849,6.91,HIP 18893,
61.87197,-6.00738,6.91,HIP 19249,
64.29754,5.02457,6.91,HIP 19985,
66.37367,-53.11182,6.91,HIP 20650,
69.00228,55.51208,6.91,HIP 21426,
69.08634,61.36234,6.91,HIP 21447,
70.97500,22.94441,6.91,HIP 22013,
76.85802,-44.82169,6.91,HIP 23833,
77.40181,38.68553,6.91,HIP 24002,
78.81430,47.17073,6.91,HIP 24488,
82.18869,1.64394,6.91,HIP 25648,
84.90830,0.83385,6.91,HIP 26633,
85.74273,33.31455,6.91,HIP 26931,
93.23127,-8.72906,6.91,HIP 29497,
94.08581,30.10248,6.91,HIP 29790,
94.81329,-69.78455,6.91,HIP 30038,
94.83040,23.46940,6.91,11 Gem,
96.74313,-4.45929,6.91,HIP 30691,
98.07428,17.77962,6.91,HIP 31156,
98.49009,52.46141,6.91,HIP 31309,
100.07860,-6.34628,6.91,HIP 31925,
101.48941,-20.77504,6.91,HIP 32406,
101.56836,-29.56109,6.91,HIP 32444,
102.20514,-34.93680,6.91,HIP 32668,
102.94064,5.08441,6.91,HIP 32947,
104.43936,-52.64847,6.91,HIP 33495,
105.50510,44.44897,6.91,HIP 33885,
112.64001,5.25464,6.91,HIP 36499,
115.90552,-4.70791,6.91,HIP 37655,
117.22374,18.19026,6.91,HIP 38135,
121.57993,-38.89672,6.91,HIP 39662,
123.46143,-35.20827,6.91,HIP 40307,
124.80988,-7.55816,6.91,HIP 40763,
125.98412,-1.49801,6.91,HIP 41166,
129.80934,-37.47014,6.91,HIP 42441,
132.15433,10.43303,6.91,HIP 43245,
135.52859,-40.55470,6.91,HIP 44368,
139.81390,46.94377,6.91,HIP 45722,
140.13271,-61.99305,6.91,HIP 45817,
141.31920,-65.27026,6.91,HIP 46208,
141.66544,-24.16785,6.91,HIP 46313,
144.37994,-59.88990,6.91,HIP 47227,
145.34134,38.95021,6.91,HIP 47527,
146.32277,-54.24743,6.91,HIP 47863,
148.10954,-71.94338,6.91,HIP 48430,
150.24412,-50.47771,6.91,HIP 49076,
150.49751,74.75909,6.91,HIP 49163,
151.14201,-64.64773,6.91,HIP 49360,
151.47048,-63.83512,6.91,HIP 49462,
155.54488,-13.40973,6.91,HIP 50787,
164.75239,45.19781,6.91,HIP 53681,
169.07919,59.94320,6.91,HIP 55060,
170.12476,-45.72882,6.91,HIP 55387,
170.61969,-8.84264,6.91,HIP 55531,
173.76377,-53.24220,6.91,HIP 56506,
175.06730,-62.43240,6.91,HIP 56929,
176.39602,35.89435,6.91,HIP 57362,
176.52621,7.17419,6.91,HIP 57401,
180.44216,-34.65032,6.91,HIP 58669,
181.55419,-38.67567,6.91,HIP 59035,
183.48238,2.26022,6.91,HIP 59646,
191.46908,-21.76827,6.91,HIP 62285,
192.00167,18.83681,6.91,HIP 62459,
193.40676,-60.35706,6.91,HIP 62913,
193.48227,26.77999,6.91,HIP 62944,
193.87623,11.49592,6.91,HIP 63081,
194.35929,1.42794,6.91,HIP 63235,
199.77792,3.72284,6.91,HIP 64983,
200.00888,-62.52658,6.91,HIP 65050,
202.71429,-3.04983,6.91,HIP 65920,
203.79762,22.49973,6.91,HIP 66290,
205.30680,-71.86827,6.91,HIP 66783,
205.62888,55.72769,6.91,HIP 66893,
205.95595,-40.17798,6.91,HIP 66997,
210.35925,9.29875,6.91,HIP 68508,
213.54788,35.60362,6.91,HIP 69546,
214.62980,52.03332,6.91,HIP 69917,
217.54156,-43.86389,6.91,HIP 70918,
220.07684,87.21477,6.91,HIP 71725,
220.81391,-47.57049,6.91,HIP 71975,
221.33979,10.59900,6.91,HIP 72142,
221.49018,-44.86752,6.91,HIP 72192,
221.57418,-0.83377,6.91,HIP 72226,
222.36963,19.51037,6.91,HIP 72505,
223.03098,20.29068,6.91,HIP 72725,
224.23940,-26.28503,6.91,HIP 73150,
224.87181,-30.71153,6.91,HIP 73357,
225.01502,44.58634,6.91,HIP 73404,
225.84329,0.88965,6.91,HIP 73655,
227.66205,33.07888,6.91,HIP 74265,
232.21690,57.44518,6.91,HIP 75783,
235.10831,37.51709,6.91,HIP 76764,
239.27103,-35.92760,6.91,HIP 78118,
240.54318,-42.70023,6.91,HIP 78547,
245.29464,22.23982,6.91,HIP 80111,
249.54058,61.17233,6.91,HIP 81451,
252.49222,9.42132,6.91,HIP 82373,
253.06698,-25.60061,6.91,HIP 82538,
256.12312,-12.67619,6.91,HIP 83545,
256.13892,-11.08849,6.91,HIP 83555,
258.27609,54.13931,6.91,HIP 84236,
259.02036,60.71391,6.91,HIP 84465,
262.64641,17.52079,6.91,HIP 85683,
262.92723,30.31785,6.91,HIP 85781,
266.07656,13.78397,6.91,HIP 86813,
270.38262,-38.08222,6.91,HIP 88270,
274.02945,-56.65093,6.91,HIP 89530,
274.58493,-54.33244,6.91,HIP 89698,
275.30169,-26.08512,6.91,HIP 89954,
277.48806,10.48301,6.91,HIP 90665,
278.61364,-34.81571,6.91,HIP 91054,
278.93149,-29.93752,6.91,HIP 91149,
280.31721,30.29075,6.91,HIP 91635,
280.57458,-7.33732,6.91,HIP 91728,
280.65399,15.19939,6.91,HIP 91752,
284.38844,32.98956,6.91,HIP 93073,
284.64116,60.66732,6.91,HIP 93161,
285.82342,-5.55905,6.91,HIP 93551,
285.89776,2.54574,6.91,HIP 93589,
288.74520,27.96110,6.91,HIP 94592,
289.84064,-36.89453,6.91,HIP 94956,
290.22458,13.57659,6.91,HIP 95107,
291.63306,11.85107,6.91,HIP 95586,
292.63207,12.81690,6.91,HIP 95926,
295.41588,40.02235,6.91,HIP 96887,
298.70592,64.72122,6.91,HIP 97988,
300.89673,-38.85254,6.91,HIP 98763,
300.99745,17.12299,6.91,HIP 98801,
301.01110,-37.87649,6.91,HIP 98813,
301.11138,73.90945,6.91,HIP 98853,
301.43462,22.79720,6.91,HIP 98987,
302.28387,16.90695,6.91,HIP 99277,
303.19714,-2.99595,6.91,HIP 99604,
303.77879,-13.38392,6.91,HIP 99811,
305.39819,-67.31284,6.91,HIP 100396,
312.77263,51.41725,6.91,HIP 102921,
315.87294,-1.57967,6.91,HIP 103931,
318.19688,60.09800,6.91,HIP 104719,
319.81226,-16.17955,6.91,HIP 105256,
322.33566,67.05104,6.91,HIP 106085,
323.50572,-46.61073,6.91,HIP 106483,
326.58231,-62.54980,6.91,HIP 107496,
330.67215,-27.36738,6.91,HIP 108817,
332.19762,-13.30046,6.91,HIP 109316,
334.84878,15.54577,6.91,HIP 110204,
338.04791,-43.26306,6.91,HIP 111237,
340.81437,56.40833,6.91,HIP 112183,
341.61927,7.58293,6.91,HIP 112433,
346.27639,58.73242,6.91,HIP 113993,
348.25639,42.06220,6.91,HIP 114604,
349.62036,27.60380,6.91,HIP 115077,
349.95027,7.98209,6.91,HIP 115182,
351.73775,-15.24772,6.91,HIP 115742,
353.36715,24.34244,6.91,HIP 116265,
354.61020,42.51151,6.91,HIP 116657,
5.26783,-2.90960,6.92,HIP 1684,
8.90489,67.92596,6.92,HIP 2796,
9.73962,26.32376,6.92,HIP 3070,
10.96777,33.31072,6.92,HIP 3438,
14.40733,-18.99862,6.92,HIP 4496,
19.39585,-65.21177,6.92,HIP 6039,
23.35978,54.94487,6.92,HIP 7253,
23.58592,-45.69117,6.92,HIP 7327,
28.76811,-24.88971,6.92,HIP 8936,
30.20609,-8.47172,6.92,HIP 9406,
39.39317,20.57493,6.92,HIP 12238,
41.98056,55.61355,6.92,HIP 13063,
45.29751,40.79659,6.92,HIP 14063,
45.96173,6.13330,6.92,HIP 14258,
50.18576,-26.28780,6.92,HIP 15582,
52.68782,42.20244,6.92,HIP 16357,
55.04499,-9.03913,6.92,HIP 17135,
58.94316,56.91902,6.92,HIP 18383,
63.05676,79.03002,6.92,HIP 19619,
63.42124,49.09392,6.92,HIP 19727,
63.58272,-38.26003,6.92,HIP 19769,
65.44296,2.39010,6.92,HIP 20373,
76.94240,55.75916,6.92,HIP 23865,
81.16824,-2.49785,6.92,HIP 25293,
85.05568,69.98185,6.92,HIP 26682,
89.55635,1.85639,6.92,HIP 28255,
91.12665,-45.19663,6.92,HIP 28769,
91.73440,-3.34117,6.92,HIP 28981,
95.70678,17.57409,6.92,HIP 30333,
99.94388,-1.38014,6.92,HIP 31874,
100.23878,-12.18226,6.92,HIP 31976,
102.18339,8.86625,6.92,HIP 32659,
104.26322,-17.09856,6.92,HIP 33426,
105.30670,54.85668,6.92,HIP 33816,
106.98690,-4.67785,6.92,HIP 34401,
107.83720,-21.80328,6.92,HIP 34718,
108.02247,-27.33495,6.92,HIP 34786,
108.65295,-30.65490,6.92,HIP 35017,
109.08079,-32.04174,6.92,HIP 35188,
110.42127,-61.95141,6.92,HIP 35676,
111.39706,20.49514,6.92,HIP 36035,
111.89209,38.66607,6.92,HIP 36224,
111.89368,-18.49189,6.92,HIP 36225,
112.23618,-34.91837,6.92,HIP 36355,
114.50646,-8.12625,6.92,HIP 37149,
118.03526,36.16918,6.92,HIP 38409,
118.33778,28.05199,6.92,HIP 38525,
119.92753,23.18291,6.92,HIP 39077,
127.30309,32.69231,6.92,HIP 41629,
130.69747,-46.80727,6.92,HIP 42754,
132.60301,-4.19759,6.92,HIP 43397,
133.27545,52.39023,6.92,HIP 43625,
138.61605,25.01149,6.92,HIP 45349,
141.22179,-4.28293,6.92,HIP 46165,
142.83408,12.85885,6.92,HIP 46713,
152.28513,18.53059,6.92,HIP 49729,
155.98032,-29.64553,6.92,HIP 50921,
159.25643,-71.69157,6.92,HIP 51967,
166.45152,38.39435,6.92,HIP 54235,
167.23759,-19.41647,6.92,HIP 54493,
174.44442,-31.21866,6.92,HIP 56721,
175.44306,41.23758,6.92,HIP 57053,
178.61110,-56.96977,6.92,HIP 58059,
186.23317,-65.21101,6.92,HIP 60570,
186.50494,-49.58824,6.92,HIP 60668,
195.30675,-20.77758,6.92,HIP 63538,
195.74774,22.63754,6.92,HIP 63677,
197.84024,-13.96236,6.92,HIP 64346,
200.53090,-60.18499,6.92,HIP 65236,
205.26728,-34.46416,6.92,HIP 66765,
205.89878,14.36561,6.92,HIP 66974,
207.71175,-7.78429,6.92,HIP 67578,
208.96816,-50.66095,6.92,HIP 68035,
217.66861,-22.46091,6.92,HIP 70945,
221.94561,-39.92641,6.92,HIP 72362,
223.75440,14.97939,6.92,HIP 72993,
226.59484,-72.17019,6.92,HIP 73921,
227.23964,-26.49727,6.92,HIP 74131,
227.53825,-75.46180,6.92,HIP 74227,
228.99652,0.79636,6.92,HIP 74702,
231.86239,-66.12144,6.92,HIP 75658,
235.37766,-53.39128,6.92,HIP 76849,
238.83428,-43.39171,6.92,HIP 77964,
244.03755,-43.12553,6.92,HIP 79716,
248.45981,13.39475,6.92,HIP 81095,
248.52526,-48.46149,6.92,HIP 81125,
250.14647,4.20720,6.92,36 Her,
251.75700,-39.53387,6.92,HIP 82154,
252.26763,34.95630,6.92,HIP 82310,
253.30581,10.87448,6.92,HIP 82604,
258.14288,-63.68540,6.92,HIP 84188,
259.52277,-38.16403,6.92,HIP 84634,
261.03644,-34.79845,6.92,HIP 85158,
264.31966,-49.24499,6.92,HIP 86227,
265.85832,-35.29766,6.92,HIP 86737,
265.90532,-45.97133,6.92,HIP 86755,
267.36705,68.68903,6.92,HIP 87237,
268.74030,-7.73394,6.92,HIP 87710,
269.17914,44.98737,6.92,HIP 87840,
269.80611,-36.93884,6.92,HIP 88069,
270.83572,19.55587,6.92,HIP 88434,
273.86382,-34.59453,6.92,HIP 89463,
274.91905,67.43507,6.92,HIP 89807,
275.01639,-9.59572,6.92,HIP 89844,
275.93359,38.34512,6.92,HIP 90140,
279.04998,41.27810,6.92,HIP 91192,
279.49974,28.62994,6.92,HIP 91361,
279.71364,52.34393,6.92,HIP 91436,
279.83066,59.52804,6.92,HIP 91469,
281.85136,-49.63053,6.92,HIP 92199,
281.96803,-20.27451,6.92,HIP 92235,
283.98813,44.22838,6.92,HIP 92926,
